,地区,导演,年份,时长,演员,电影名,类型,评分,评论数,语言
24,[' 美国'],['德鲁·高达'],['2018'],['141'],"['杰夫·布里吉斯', '辛西娅·艾莉佛', '达科塔·约翰逊', '乔恩·哈姆', '克里斯·海姆斯沃斯', '卡莉·史派妮', '刘易斯·普尔曼', '尼克·奥弗曼', '泽维尔·多兰', '谢伊·惠格姆', '马克·奥布莱恩', '查尔斯·哈尔福德', '吉姆·奥希尔', '瑞贝卡·图兰', '比利·威克曼', '威廉·B·戴维斯', '曼尼·贾希尼托', '乔纳森·怀特赛尔', '凯瑟琳·伊莎贝尔', '萨拉·史密斯']",['皇家酒店谋杀案 Bad Times at the El Royale'],"['剧情', '悬疑', '惊悚', '犯罪']",['6.9'],['20612'],[' 英语']
16,[' 英国 / 美国'],['大卫·斯雷德'],['2018'],['90'],"['菲恩·怀特海德', '克雷格·帕金森', '爱丽丝·洛维', '阿西姆·乔杜里', '威尔·保尔特', '塔露拉·哈登', '卡特里奥·诺克斯', '保罗·布拉德利', '乔纳森·阿里斯', 'A·J·霍顿', '弗勒尔·基思', '劳拉·埃弗兰', '阿伦·阿萨德', '苏珊妮·伯登', '杰夫·明特', '乔恩-乔·英克彭', '汤姆·麦卡尔', '埃利·皮尔西', '斯蒂芬·拉什布鲁克', '罗森达·桑德尔', '桑德拉·特蕾丝']",['黑镜：潘达斯奈基 Black Mirror: Bandersnatch'],"['剧情', '科幻', '悬疑', '惊悚']",['6.9'],['54050'],[' 英语']
22,[' 美国'],['安东尼·福奎阿'],['2018'],['121'],"['丹泽尔·华盛顿', '佩德罗·帕斯卡', '艾什顿·桑德斯', '奥森·比恩', '比尔·普尔曼', '梅丽莎·里奥', '乔纳森·斯卡弗', '沙基纳·贾弗里', '卡罗琳·戴', '特德·阿尔奇迪', '杰伊·赫农', '马克西米利安·麦克纳马拉', '安德烈·阿罗维斯基']",['伸冤人2 The Equalizer 2'],"['动作', '惊悚', '犯罪']",['7.0'],['22330'],[' 英语 / 法语 / 土耳其语 / 希伯来语']
31,[' 法国'],['巴斯卡·劳吉哈'],['2018'],['91'],"['克里斯塔尔·里德', '玛莲·法莫', '阿纳斯塔西娅·菲利普斯', '艾米莉亚·琼斯', '泰勒·辛克森', '凯文·泡尔', '罗布·阿切尔', 'Mariam Bernstein', '艾丽西亚·约翰斯顿', '埃内斯托·格里菲思', '亚当·哈蒂格', '丹尼斯·科齐', '沙龙·巴杰', '托尼·布拉加', '保罗·特利', '戈登·坦纳', '埃里克·阿塔瓦尔', '保罗·布莱恩特', '泰瑞·雷', '苏珊娜·普林格尔', '马利克·劳吉尔', '安吉拉·阿瑟']",['噩梦娃娃屋 Ghostland'],"['悬疑', '惊悚', '恐怖']",['7.0'],['13128'],[' 英语 / 法语']
17,[' 美国'],['阿里·艾斯特'],['2018'],['127'],"['亚历克斯·沃尔夫', '加布里埃尔·伯恩', '托妮·科莱特', '米莉·夏普洛', '克里斯蒂·萨默海斯', '摩根·伦德', '马洛里·贝克特尔', '杰克·布朗', '布赖恩·拉谢尔', '海蒂·门德兹', '莫伊塞斯 L·托瓦', '贾罗德·菲利普斯', '安·唐德', '布罗克·麦金尼', '扎克瑞·亚瑟', '奥斯丁·R·格兰特']",['遗传厄运 Hereditary'],"['悬疑', '惊悚', '恐怖']",['7.1'],['78675'],[' 英语']
10,[' 中国大陆'],['巨兴茂'],['2018'],['111'],"['于毅', '何花', '王瑞昌', '岳丽娜', '倪虹洁', '巨兴茂', '鲁佳妮']",['灵魂摆渡·黄泉'],"['悬疑', '惊悚', '奇幻']",['7.1'],['73359'],[' 汉语普通话']
7,[' 美国 / 英国'],['亚历克斯·嘉兰'],['2018'],['115'],"['娜塔莉·波特曼', '詹妮弗·杰森·李', '吉娜·罗德里格兹', '泰莎·汤普森', '奥斯卡·伊萨克', '水野索诺娅', '大卫·吉雅西', '图娃·诺沃妮', '本尼迪克特·王', '约翰·施瓦布', '萨米·海曼', '乔希·丹福德', '克里斯汀·麦加里蒂']",['湮灭 Annihilation'],"['剧情', '科幻', '惊悚']",['7.1'],['248807'],[' 英语']
20,[' 美国'],['苏珊娜·比尔'],['2018'],['124'],"['桑德拉·布洛克', '崔凡特·罗兹', '约翰·马尔科维奇', '莎拉·保罗森', '杰基·韦佛', '罗莎·萨拉查', '丹妮尔·麦克唐纳', '里尔·莱尔·哈瓦瑞', '汤姆·霍兰德', '机关枪凯利', '黄荣亮', '普路特·泰勒·文斯', '维维恩·莱拉·布莱尔', '帕敏德·纳格拉', '丽贝卡·彼得根', '艾米·古麦尼克', '泰勒·汉德雷', '海皮·安德森', '大卫·达斯马齐连', '基思·雅各', '克里斯托弗洛根', '弗兰克·莫特克', '泰德·霍利斯', '麦特·伦纳德']",['蒙上你的眼 Bird Box'],"['剧情', '科幻', '惊悚']",['7.1'],['26213'],[' 英语']
1,[' 美国 / 中国大陆'],['鲁本·弗雷斯彻'],['2018'],['112'],"['汤姆·哈迪', '米歇尔·威廉姆斯', '里兹·阿迈德', '斯科特·黑兹', ' 瑞德·斯科特', '珍妮·斯蕾特', '梅洛拉·沃尔特斯', '伍迪·哈里森', '佩吉·陆', '马尔科姆·C·默里', '索佩·阿卢科', '韦恩·佩雷', '米歇尔·李', '库尔特·岳', '克里斯·奥哈拉', '埃米里奥·瑞弗拉', '阿里亚当娜·约瑟夫', '袁之正', '朴云龙', '麦克·勃兰特', '尼克·图恩', '山姆·麦地那', '迪塞尔·马德金斯', '简·麦克尼尔', '维克托·麦凯', '马丁·巴特斯·布拉德福德', '布兰顿·莫拉莱斯', '马修·康威尔', '斯坦·李', '韦德·威廉姆斯', '约瑟夫·阿梅', '威廉·W·巴伯', '玛塞拉·布拉吉奥', '卡特·伯奇', '克里斯蒂安·康佛瑞', '詹姆斯·富尔特斯', '丹妮拉·加斯基', '约翰·盖蒂尔', '艾米丽塔·T·冈萨雷斯', '杰克·汉森', '安东尼·B·哈里斯', '卡茜·亨德利', '罗恩·彼得·琼斯', '霍梅洛·洛佩兹', '万恩·姆约维奇']",['毒液：致命守护者 Venom'],"['动作', '科幻', '惊悚']",['7.2'],['551133'],[' 英语 / 汉语普通话']
40,[' 丹麦 / 德国'],['克里斯托弗·鲍伊'],['2018'],['119'],"['尼古拉·雷·卡斯', '法瑞斯·法瑞斯', '约翰妮·路易斯·施密特', '索伦·比尔马克', '范妮·博内代尔', '克拉拉·罗萨杰', '路易斯·斯科夫', '阿曼达·拉德里亚克', '安德斯·霍夫', '尼可拉斯·布若', '埃利奥特·克罗赛特·霍夫', '碧尔特·诺伊曼', '迈克尔·布罗斯楚普', '玛丽安·霍格斯布罗', '薇比珂·哈斯特伦', '特赖恩·帕里森', '纳斯塔加·阿尔赛', '亨里克·韦斯特加德·尼尔森', '拉多·哈季奇', '安德斯·布林克·马德森', '旺达·佩德尔维茨']",['64号病历 Journal 64'],"['悬疑', '惊悚', '犯罪']",['7.2'],['5372'],[' 丹麦语 / 西班牙语 / 阿拉伯语']
