地区,导演,时长,月份,演员,电影名,类型,评分,评论数,语言
[' 美国'],['克里斯·韦兹'],['122'],['08'],"['奥斯卡·伊萨克', '本·金斯利', '梅拉尼·罗兰', '利奥·拉兹', '尼克·克罗尔', '迈克尔·阿伦诺夫', '欧哈德·诺勒', '托本·利布雷希特', '乔·阿尔文', '格列塔·斯卡奇', '彼得·斯特劳斯', '海莉·露·理查森', '佩佩·拉帕佐特', '西蒙·拉塞尔·比尔', '阿兰·柯德勒']",['最终行动 Operation Finale'],"['剧情', '传记', '历史']",['6.3'],['1227'],[' 英语 / 法语 / 德语 / 西班牙语']
[' 俄罗斯'],['基姆·德鲁日宁'],['95'],['04'],"['安德烈·梅尔兹利金', '阿格拉娅·塔拉索娃', 'Aleksandr Tyutin', 'Sergey Chetvertkov', 'Anton Filipenko', 'Aleksey Ovsyannikov', 'Sergey Stukalov', 'Nikolay Gorshkov']",['坦克 Танки'],"['喜剧', '动作', '历史']",['6.3'],['369'],[' 俄语']
[' 中国大陆'],['杨虎'],['104'],"['08', '06']","['黄少祺', '赵毅', '葛子铭', '李幼斌', '卢海华', '徐光宇', '王力可', '侯天来']",['信仰者'],"['剧情', '传记', '历史']",['6.3'],['629'],[' 汉语普通话']
[' 英国'],['乔西·洛克'],['124'],['12'],"['西尔莎·罗南', '玛格特·罗比', '杰克·劳登', '乔·阿尔文', '大卫·田纳特', '盖·皮尔斯', '嘉玛·陈', '布兰登·柯伊尔', '马丁·康普斯顿', '伊斯梅尔·克鲁斯·科尔多瓦', '爱琳·奥伊金斯', '玛丽亚·德拉格斯', '伊恩·哈拉德', '詹姆斯·麦卡德尔', '艾德里安·莱斯特']",['玛丽女王 Mary Queen of Scots'],"['剧情', '传记', '历史']",['6.1'],['3045'],[' 英语']
[' 俄罗斯'],['康斯坦京·马克西莫夫'],['90'],['10'],"['安德烈·切尔内绍夫', '弗拉基米尔·叶皮凡采夫', '奥列格·福明']",['坚不可摧 Несокрушимый'],"['剧情', '历史', '战争']",['6.1'],['368'],[' 俄语 / 德语']
[' 英国 / 美国'],['何塞·帕迪里亚'],['106'],"['02', '03']","['裴淳华', '丹尼尔·布鲁尔', '埃迪·马森', '侬索·阿诺斯', '德尼·梅诺谢', '本·施耐泽', '彼得·苏利文', '安吉尔·伯纳尼', '卡米尔·雷米泽斯基', '马克·伊瓦涅', '布隆蒂斯·佐杜洛夫斯基', '利奥尔·阿什肯纳齐', '娜塔莉·斯通', '弗林·艾伦', '安德莉·代克', '文森特·里奥特', '伊弗塔赫·克莱恩', '奥马尔·贝尔杜尼']",['火狐一号出击 Entebbe'],"['剧情', '惊悚', '历史']",['6.0'],['2152'],[' 英语 / 德语 / 法语 / 希伯来语']
[' 法国'],['皮埃尔·苏勒'],['121'],"['09', '09']","['加斯帕德·尤利尔', '路易·加瑞尔', '德尼·拉旺', '尼尔斯·施内德', '阿黛拉·哈内尔', '罗兰·拉斐特', '席琳·赛莱', '伊兹雅·海格林', '奥利维埃·古尔梅', '诺埃米·洛夫斯基', '约翰·利贝罗', '安杰列·查拉', '让-马克·鲁洛']",['人民与国王 Un Peuple Et Son Roi'],"['剧情', '历史']",['6.0'],['85'],[' 法语']
[' 英国 / 波兰'],['皮奥特·斯科皮亚克'],['97'],['05'],"['亚历克斯·帕蒂弗', '罗伯特·温茨凯维奇', '妲露拉·莱莉', '迈克尔·刚本', '查尔斯·德特', '霍莉·阿斯顿', '安妮塔·凯里', '皮奥塔·斯特拉莫夫斯基', '威尔·索普']",['最后证人 The Last Witness'],"['惊悚', '历史']",['6.0'],['320'],[' 英语']
[' 韩国'],['洪昌杓'],['110'],['02'],"['沈恩京', '李昇基', '金相庆', '延宇振', '姜敏赫', '崔宇植', '赵福来', '崔珉豪', '朴善英', '曹秀香', '朴忠善', '孙成灿', '宋英才', '李娜云', '宋光元', '朱多英', '崔俊昊', '姜伦制', '李善彬', '李龙女', '朴智一', '尹有善', '李润健', '崔玟秀', '柳正浩', '徐佑镇']",['宫合 궁합'],"['剧情', '喜剧', '爱情', '历史']",['5.7'],['1641'],[' 韩语']
[' 美国'],['克林特·伊斯特伍德'],['94'],"['02', '02']","['斯宾塞·斯通', '安东尼·萨德勒', '亚历克·斯卡拉托斯', '朱迪·格雷尔', '珍娜·费舍', '贾里尔·怀特', '托马斯·列农', '托尼·海尔', 'P·J·伯恩', '布莱斯·吉扎尔', '斯蒂芬·考特尔', '罗伯特·普拉尔戈', '加里·维克斯']",['15点17分，启程巴黎 The 15:17 to Paris'],"['剧情', '惊悚', '历史']",['5.7'],['2239'],[' 英语 / 法语 / 阿拉伯语 / 德语 / 荷兰语']
